filePath,SWC Categories
DAppSCAN-source/contracts/Hacken-Retreeb/staking-platform-de6c61f7559d9405ff6a764e8c0becdae8630ff7/StakingPlatform.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/consensys-Fei_Labs_Flywheel_v2_xTRIBE_xERC4626/xTRIBE-44d5a278c4c9655f59fdc64b08d8cebb941a2204/src/xTRIBE.sol,SWC-105-Unprotected Ether Withdrawal
DAppSCAN-source/contracts/consensys-Fei_Labs_Flywheel_v2_xTRIBE_xERC4626/flywheel-v2-733d0e1f18090796f07d3f4c208d1ee1f89819c7/src/token/ERC20Gauges.sol,SWC-110-Assert Violation
DAppSCAN-source/contracts/consensys-Fei_Labs_Flywheel_v2_xTRIBE_xERC4626/flywheel-v2-733d0e1f18090796f07d3f4c208d1ee1f89819c7/src/token/ERC20MultiVotes.sol,SWC-110-Assert Violation
DAppSCAN-source/contracts/consensys-Fei_Labs_Flywheel_v2_xTRIBE_xERC4626/flywheel-v2-733d0e1f18090796f07d3f4c208d1ee1f89819c7/src/rewards/FlywheelGaugeRewards.sol,SWC-110-Assert Violation
DAppSCAN-source/contracts/Iosiro-KOK Token Smart Contract Audit/ERC-20-55a501fde12e782b99fe9d5756388c0de82f45ba/contract.sol,"SWC-100-Function Default Visibility, SWC-118-Incorrect Constructor Name"
DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/CrowdsaleLib.sol,SWC-106-Unprotected SELFDESTRUCT Instruction
DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/IICOLib/truffle/contracts/InteractiveCrowdsaleLib.sol,"SWC-101-Integer Overflow and Underflow, SWC-104-Unchecked Call Return Value, SWC-100-Function Default Visibility"
DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/CrowdsaleLib/IICOLib/truffle/contracts/InteractiveCrowdsaleTestContract.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/BasicMathLib/BasicMathLib.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-Modular_Interactive_Crowdsale/ethereum-libraries-73abc22623e0841b8ea67a5089002f4867102672/ArrayUtilsLib/Array256Lib.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/HAECHI_AUDIT-Stacker_Venture/StackerVC_VentureFund001-fund-2/FarmBossV1.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Callisto_Network-Big Doge Coin Security Audit/code/code.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinfabrik-DreamTeam Smart Contracts Audit for Players Compensation/smart-contracts-c1efcabf8a56a4d0a1fa5185a095052c110bdd87/contracts/storage/TeamsStorageController.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Chainsulting-NOM/FinToken/FinToken.sol,"SWC-103-Floating Pragma, SWC-101-Integer Overflow and Underflow"
DAppSCAN-source/contracts/openzeppelin-Hubii_Token/ico-142f43f3bec4afd0ffff3fce06946cf67cb0272f/Crowdsale.sol,"SWC-101-Integer Overflow and Underflow, SWC-116-Block values as a proxy for time, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/openzeppelin-Hubii_Token/ico-142f43f3bec4afd0ffff3fce06946cf67cb0272f/MultiSigWallet.sol,SWC-109-Uninitialized Storage Pointer
DAppSCAN-source/contracts/QuillAudits-Big League Smart Contract/code/StandardToken.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/QuillAudits-1inch-Fee Collector/fee-collector-3c2626763fd829500496f15476d5e98fbdf4f574/contracts/FeeCollector.sol,"SWC-107-Reentrancy, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Registry.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Callisto_Network-MaxiMine Token (MXM) Security Audit/code/code.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Chainsulting-Touch Social/Touch/Touch.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-ICOVO Smart Contract Audit/DAICOVO-417b33a6159a21df73221dbdc942cbd73a9c2b06/Voting.sol,SWC-113-DoS with Failed Call
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-ICOVO Smart Contract Audit/DAICOVO-417b33a6159a21df73221dbdc942cbd73a9c2b06/MintedCrowdsale.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/New_Alchemy_Security_Audit-ICOVO Smart Contract Audit/DAICOVO-417b33a6159a21df73221dbdc942cbd73a9c2b06/IndividuallyCappedCrowdsale.sol,"SWC-128-DoS With Block Gas Limit, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Hacken-GOGOcoin/gogo-contracts-0204c6d60f7aaa5c195573fbd0e8388c9bc4a2ef/contracts/gov/GovStakingStorage.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Hacken-GOGOcoin/gogo-contracts-0204c6d60f7aaa5c195573fbd0e8388c9bc4a2ef/contracts/gov/GovStaking.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/ImmuneBytes-WadzPay-Audit Report/code/WadzPayToken.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/consensys-Balancer_Finance/balancer-core-5d70da92b1bebaa515254d00a9e064ecac9bd18e/contracts/BNum.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f/Swap_Factory_Future.sol,"SWC-101-Integer Overflow and Underflow, SWC-107-Reentrancy"
DAppSCAN-source/contracts/Hacken-SpaceDoge/SpaceDoge-b4170e5899e917f7ec6efe463e054068369fcdaa/SpaceDogeCoin.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/StakedTokenIncentivesController.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/DistributionManager.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629/contracts/MasterChef.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/vaultManager/VaultManager.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Trail_of_Bits-ampleforth/market-oracle-888fccaf05786f3f7f49e18ff040f911d44906f4/contracts/MarketOracle.sol,"SWC-101-Integer Overflow and Underflow, SWC-107-Reentrancy"
DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876/contracts/ImpossibleWrappedToken.sol,"SWC-107-Reentrancy, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/PeckShield-IronLend/iron-lend-f9a669850885895215579e3c2ae8d7124f0ef5c8/src/RToken/RToken.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/QuillAudits-ASVA Smart Contract/code/code.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/openzeppelin-Notional_Governance_Contracts_v2/contracts-v2-c37c89c9729b830637558a09b6f22fc6a735da64/NoteERC20.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-VIDB - v1.0/VIDBToken/VIDBToken.sol,"SWC-116-Block values as a proxy for time, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Hacken-BullRun Finance/contracts-9d9ced16b56f977c17afee231e745c7a9e55c84e/BullMasterchef.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/openzeppelin-Golem_Network_Token/golem-crowdfunding-50100b27a7c6841ed430a028d100f5d45ba08fb1/GNTAllocation.sol,"SWC-116-Block values as a proxy for time, SWC-101-Integer Overflow and Underflow"
DAppSCAN-source/contracts/openzeppelin-Golem_Network_Token/golem-crowdfunding-50100b27a7c6841ed430a028d100f5d45ba08fb1/Token.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Hacken-thrivecoin/thc-smart-contracts-sol-db78d6b4cf6dcb9e49e7a1f146851f77fa872bbf/contracts/ERC20Blockable.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-Akt.io Smart Contract/code/Etherscan-0x70Cbf5E72A85B41808EF20f6EB05A9b8F223F220.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Coinfabrik-Avalaunch XAVA Protocol Audit/xava-protocol-fd9b97ccd963819a282fa5c21bf0545d180f8797/contracts/AvalaunchCollateral.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/openzeppelin-UMA_Across_V2/contracts-v2-bf03255cbd1db3045cd2fbf1580f24081f46b43a/contracts/SpokePool.sol,SWC-117-Signature Malleability
DAppSCAN-source/contracts/ImmuneBytes-BonFi(Legendary)- Final Audit Report/code/Legendary_v9.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/QuillAudits-CryptoGamez Smart Contract/CryptoGamez/CryptoGamez.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Trail_of_Bits-SeaportProtocol/seaport-f17082fca3e99b409f53040d8858e84b0246aa22/contracts/Consideration.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Trail_of_Bits-SeaportProtocol/seaport-f17082fca3e99b409f53040d8858e84b0246aa22/contracts/lib/ConsiderationPure.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/QuillAudits-SushiSwap-BentoBox/bentobox-c2e150b16b8764ebfe2e1e6e267ae14e10738065/contracts/LendingPair.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/Coinfabrik-DMToken Security Audit V2 2019 Updated/code/code.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/QuillAudits-LTO Network-Token Sale/lto-erc20-token-02fa2620aef4c854675230b6544461961d47f968/contracts/LTOToken.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-LTO Network-Token Sale/lto-erc20-token-02fa2620aef4c854675230b6544461961d47f968/contracts/LTOTokenSale.sol,"SWC-104-Unchecked Call Return Value, SWC-126-Insufficient Gas Griefing, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f/contracts/AToken.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Iosiro-SNX FlashBurn Smart Contract Audit/flashburn-3aa02a3d63d9e0110a5b6669a4a4011ceee3cf2b/packages/contracts/contracts/SNXFlashLoanTool.sol,"SWC-107-Reentrancy, SWC-111-Use of Deprecated Solidity Functions"
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/dev-utils/contracts/src/LibAssetData.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/staking/contracts/src/Staking.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/staking/contracts/src/sys/MixinScheduler.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/staking/contracts/src/interfaces/IStructs.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/staking/contracts/src/libs/LibFixedMath.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-0x_v3_Staking/0x-monorepo-b8e01d7be535196a3145a431291183ecfbb333c6/contracts/staking/contracts/src/staking_pools/MixinStakingPool.sol,SWC-112-Delegatecall to Untrusted Callee
DAppSCAN-source/contracts/Blockchain Labs NZ-Ecomi/tge-contract-audit-17b96ff760471c174d8edbeacc6b8cd2cf2c6b82/contracts/OMICrowdsale.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Chainsecurity-MakerDAO  G-UNI LP Oracle/univ3-lp-oracle-0d25676e0956fc3a5359431c708106547c4fef26/src/GUniLPOracle.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/Pool/HegicPool.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda/contracts/utils/Math.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Ackee_Blockchain-Zunami_protocol/ZunamiProtocol-37dccabf5aa3697dce5eaf6457debb3ac7404fdd/contracts/Zunami.sol,"SWC-100-Function Default Visibility, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/HarvestPermit.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/FountainBase.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/JoinPermit.sol,SWC-119-Shadowing State Variables
DAppSCAN-source/contracts/Iosiro-FLUX Token Smart Contract Audit/code/Etherscan-0x54735d716995071585A4f6ba341a6Ded79756F09.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/Coinfabrik-YFFII Smart Contract Audit/code/code.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/ImmuneBytes-MahaDAO (Genesis.sol)-Audit Report/arthcoin-v2-95fac3e9dca2af67c974f2f87c2c385c4bc03df2/contracts/Genesis/Genesis.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinfabrik-Casper CST Token Sale Security Audit/presale-master/contracts/CasperToken.sol,"SWC-101-Integer Overflow and Underflow, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Smartdec-BCShop Smart Contracts Security Analysis/bcshop.io-3023172e3192b317e291a68bc191840e6b5e462c/contracts/shop/EtherFund.sol,"SWC-108-State Variable Default Visibility, SWC-101-Integer Overflow and Underflow"
DAppSCAN-source/contracts/PeckShield-Spherium/code/code.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Hacken-Edain Technologies AG/edain-smartcontracts-9f0c4a5ffb97f23c7b5462420ad1f663301f69ba/contracts/EDAINToken.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Hacken-Edain Technologies AG/edain-smartcontracts-9f0c4a5ffb97f23c7b5462420ad1f663301f69ba/contracts/EDAINStaking.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Inspex-xALPACA/xALPACA-contract-8c58dd3aaade09ae51de49dc44e7784fd63efa53/contracts/8.7/GrassHouse.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Arkania Protocol/Code-4fe28aed2e2549ba649ed2edb6a11ef7d2ac73fd/AniaStake.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Hacken-Arkania Protocol/Code-4fe28aed2e2549ba649ed2edb6a11ef7d2ac73fd/Ania.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Hacken-Arkania Protocol/Code-4fe28aed2e2549ba649ed2edb6a11ef7d2ac73fd/AniaLottery.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version, SWC-105-Unprotected Ether Withdrawal"
DAppSCAN-source/contracts/PeckShield-Metatime/metatime-6fd2d5b132377b007c3baa79938a53132fd2f955/contracts/token/Meta.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/PeckShield-Metatime/metatime-6fd2d5b132377b007c3baa79938a53132fd2f955/contracts/pools/MutiRewardPool.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Inspex-WSwap/WaultSwapFactory0xB42E3FE71b7E0673335b3331B3e1053BD9822570/WaultSwapFactory0xB42E3FE71b7E0673335b3331B3e1053BD9822570.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Inspex-WSwap/WaultSwapRouter0xD48745E39BbED146eEC15b79cBF964884F9877c2/WaultSwapRouter0xD48745E39BbED146eEC15b79cBF964884F9877c2.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/QuillAudits-CronosPad Smart Contract/cronospad-1605d38fab314cab399093f756b41093fdbc859f/contracts/cronospad.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Trail_of_Bits-Opyn/squeeth-monorepo-427ba395545de44920206deaa4bcc217b3964952/packages/hardhat/contracts/strategy/CrabStrategy.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/QuillAudits-MetaGameStarter Smart Contract/Tokenomics-Contracts-f3899d0a31dbb7386eacb7efefbff2ac32ce7cbb/contracts/Staking/LockedStakingRewards.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/PeckShield-Double/double-contract-5489c0618f381df1e8d5ebb55f430db1b8bffeea/contracts/Market.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/SlowMist-wault.finance(WUSD) Smart Contract Security Audit Report/WUSD-91c541c2f1c0ac781ddcfb2be6a62555a5e1e8d1/WUSDMaster.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/CeloFuturesNFT.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/CeloHedgeyOTC.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/HedgeyOTC.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Hedgey Finance-V3/NFT_OTC_Core-b43c40d0a44e72d96a2d68dec1bcab7748571807/FuturesNFT.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Bolide-V3/contracts-aaf0ab6601b2cdd45c1064ec5978b05f5a0436aa/vesting/contracts/TreasuryVester.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Hacken-Bolide-V3/contracts-aaf0ab6601b2cdd45c1064ec5978b05f5a0436aa/farming/contracts/MasterChef.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Hacken-Bolide-V3/contracts-9ca0cf09d7707bcbd942f0000f11059c5fb9c026/token/contracts/Bolide.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/Solidified-CultosCoin (2)/token-28c0a18571f2804ff42ed76fc0ec8749341dfc00/CultosCoin.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Iosiro-Timvi Smart Contract Audit/Timvi-9324706d1160996f7847e1989c8567168261382e/BondService.sol,SWC-108-State Variable Default Visibility
DAppSCAN-source/contracts/Iosiro-Timvi Smart Contract Audit/Timvi-9324706d1160996f7847e1989c8567168261382e/TimviSettings.sol,SWC-131-Presence of unused variables
DAppSCAN-source/contracts/Byterocket-RealityCards v1[05.19.2020]/RealityCards-Contracts-aad8ea70696d848e2fcb55b7932c7ba37b8f239e/contracts/RealityCards.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarmLP.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarm.sol,"SWC-103-Floating Pragma, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/QuillAudits-Abyss Finance-Abyss Eth2 Depositor/abyss-eth2depositor-a2d58dea4d79846dc682fe93ac3e0eca02323d11/contracts/AbyssEth2Depositor.sol,"SWC-122-Lack of Proper Signature Verification, SWC-107-Reentrancy"
DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/SkaleBalances.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol,"SWC-128-DoS With Block Gas Limit, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol,"SWC-128-DoS With Block Gas Limit, SWC-105-Unprotected Ether Withdrawal"
DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationRequestManager.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/ERC777/LockableERC777.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/Trail_of_Bits-RocketPool/rocketpool-a65b203cf99c7a991c2d85a7468a97bfb5dbba31/contracts/contract/RocketStorage.sol,"SWC-115-Authorization through tx.origin, SWC-124-Write to Arbitrary Storage Location"
DAppSCAN-source/contracts/Trail_of_Bits-RocketPool/rocketpool-a65b203cf99c7a991c2d85a7468a97bfb5dbba31/contracts/contract/minipool/RocketMinipool.sol,SWC-112-Delegatecall to Untrusted Callee
DAppSCAN-source/contracts/Trail_of_Bits-RocketPool/rocketpool-a65b203cf99c7a991c2d85a7468a97bfb5dbba31/contracts/contract/minipool/RocketMinipoolManager.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Coinfabrik-Rightmesh Token Sale Smart Contract Audit (Master)/solidity-f24ea6c5787b2d40423f4dc312d832592b1cd335/rightmesh/contracts/MeshToken.sol,SWC-102-Outdated Compiler Version
DAppSCAN-source/contracts/Coinfabrik-Bitpara Smart Contract Audit/bitpara-master/bitpara.sol,"SWC-103-Floating Pragma, SWC-102-Outdated Compiler Version"
DAppSCAN-source/contracts/Cystack-AOC ERC-20 V2 - v1.2/AOC_ERC200x41cc978FaE6f34B25553A498D1e245FDF944FF3E/contracts/AOC_ERC20.sol,SWC-118-Incorrect Constructor Name
DAppSCAN-source/contracts/Iosiro-Etherparty Smart Contract Audit/eth-smart-contracts-39ab46c841f2e8e5beff4508a3f05362bd583049/SafeERC20.sol,SWC-110-Assert Violation
DAppSCAN-source/contracts/Iosiro-Etherparty Smart Contract Audit/eth-smart-contracts-39ab46c841f2e8e5beff4508a3f05362bd583049/Crowdfund.sol,SWC-116-Block values as a proxy for time
DAppSCAN-source/contracts/Trail_of_Bits-LiquityProtocolandStabilityPoolFinalReport/dev-8cec3fda04b8c71994dc14858386bf6a161164fc/packages/contracts/contracts/StabilityPool.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Coinbae-Deus_Finance_DEAStaking/0x1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41/DEAsingleStaking.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.6.12/WstETH.sol,SWC-104-Unchecked Call Return Value
DAppSCAN-source/contracts/openzeppelin-Kin_Token/kin-token-3ed3a383b9304274ec22f41769716cadb854727f/KinTokenSale.sol,SWC-128-DoS With Block Gas Limit
DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b/contracts/Token/LPGauge.sol,SWC-107-Reentrancy
DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b/contracts/Treasury/VCTreasuryV1.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc/contracts/ve.sol,"SWC-112-Delegatecall to Untrusted Callee, SWC-107-Reentrancy, SWC-104-Unchecked Call Return Value"
DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc/contracts/VEReward.sol,"SWC-113-DoS with Failed Call, SWC-128-DoS With Block Gas Limit"
DAppSCAN-source/contracts/QuillAudits-MetaWaferse Smart Contract/code/MetaWaferse.sol,"SWC-103-Floating Pragma, SWC-135-Code With No Effects"
DAppSCAN-source/contracts/QuillAudits-FalconSwap Smart Contract/code/Falcons.sol,SWC-114-Transaction Order Dependence
DAppSCAN-source/contracts/Chainsulting-Oiler Network-project2/oiler-staking-contracts-master/contracts/Staking.sol,SWC-103-Floating Pragma
DAppSCAN-source/contracts/Hacken-Overnight/ovnstable-core-e76b55af45a5125a99c4d32da8702123d0662ea7/contracts/Balancer.sol,SWC-100-Function Default Visibility
DAppSCAN-source/contracts/PeckShield-Kalmar/leverage-yield-contracts-ad08aef5a2281639a3226f31d4d8d5aaba73967e/contracts/Bank.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/PeckShield-Kalmar/leverage-yield-contracts-ad08aef5a2281639a3226f31d4d8d5aaba73967e/contracts/MasterChefGoblinConfig.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/QuillAudits-CoinPoker Smart Contract/new-chp-smartcontract-307a05c78daa845bc4a4902836c06f834b10f468/contracts/CoinPokerChipsToken.sol,SWC-135-Code With No Effects
DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/lib/ExchangeExecution.sol,"SWC-101-Integer Overflow and Underflow, SWC-114-Transaction Order Dependence"
DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/lib/AddressArrayUtils.sol,SWC-101-Integer Overflow and Underflow
DAppSCAN-source/contracts/Inspex-MDEX Integration/bsc-alpaca-contract-a3a14d27a4803afebdcf783c9ce8764b65f5587d/MdexWorker02.sol,"SWC-102-Outdated Compiler Version, SWC-114-Transaction Order Dependence"
