Folder Path,Solidity File Count,Contract Count,Function Count,Lines of Code
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/test,1,1,1,16
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/contracts,1,1,1,24
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/contracts/erc20,2,4,21,327
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/contracts/erc20/interfaces,1,0,6,77
./DAppSCAN-main/DAppSCAN-source/contracts/openzeppelin-Arcade_City_token/ac-token-dd4207e1538f96eb3cbbf9e714eb38015bfe7c5a,2,9,45,574
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts,8,36,117,1890
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/mocks,17,22,40,662
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/mocks/Dummy,4,4,10,191
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/proxy,5,11,18,244
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/oracles,3,3,36,492
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/libraries,9,2,99,1473
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/storage,1,1,33,234
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/storage/modules,1,1,0,33
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/storage/modules/Checkpoint/Voting,1,1,0,8
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/storage/modules/Checkpoint/Dividend,1,1,0,43
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/storage/modules/STO,2,2,0,60
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/datastore,4,5,67,501
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/external,2,6,137,1372
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules,3,9,35,526
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Experimental/Burn,2,2,5,101
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Experimental/Mixed,2,2,13,259
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Experimental/TransferManager,4,4,24,362
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Burn,1,0,0,9
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint,1,0,0,9
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Voting,1,1,4,56
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Voting/APLCR,4,5,52,1051
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Voting/Transparent,4,4,17,391
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Voting/PLCR,4,4,21,506
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Dividend,1,2,31,439
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Dividend/ERC20,4,4,12,372
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Checkpoint/Dividend/Ether,3,3,10,303
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager,1,3,1,33
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/BTM,4,4,34,578
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/LTM,4,4,43,835
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/PTM,4,4,12,263
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/RPTM,4,4,12,252
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/CTM,4,4,9,228
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/GTM,4,4,54,1019
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/VRTM,4,4,59,1432
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/TransferManager/MATM,4,4,21,551
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/PermissionManager,5,13,32,474
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/Wallet,5,7,48,759
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/STO,1,2,11,99
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/STO/Capped,4,6,25,421
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/STO/PreSale,4,4,9,208
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/STO/Issuance,4,4,7,165
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/modules/STO/USDTiered,4,6,61,1040
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/tokens,6,21,144,1810
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/interfaces,18,23,295,2016
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Polymath Core Audit/polymath-core-bdb055769dd87a09327c6200aed5d994ab0237e8/contracts/interfaces/token,4,0,27,127
./DAppSCAN-main/DAppSCAN-source/contracts/QuillAudits-Moonship Smart Contract/contracts-74658f327c56d66dae8e9c96bffa3f98e806c831,1,20,161,1465
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-395a888b54cc9fabbaed92bf068ff93ef4f3c433/contracts,3,19,76,1063
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-6ec987cf357d337a042e3d4c209f37466f5db220/contracts,3,19,76,1059
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts,3,19,76,1053
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Security Audit – Send (SDT) Token Sale ICO Smart Contract/sdt-contracts-master/flattened-contracts,6,59,160,2525
./DAppSCAN-main/DAppSCAN-source/contracts/Coinfabrik-Security Audit – Send (SDT) Token Sale ICO Smart Contract/sdt-contracts-master/contracts,12,21,83,1473
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts,4,4,62,1338
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/utils,3,2,7,76
./DAppSCAN-main/DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/interfaces,8,0,28,172
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Dala Crowdsale Smart Contract Audit/MultiSigWallet-b7f01af8bd882501f6801eb1eea8b22aa2a4979e/contracts,7,10,38,708
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Dala Crowdsale Smart Contract Audit/smart-contracts-fa7feed344554ccfd4e14d1920d0f6d941eacd6b/contracts,36,115,210,3671
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Dala Crowdsale Smart Contract Audit/smart-contracts-fa7feed344554ccfd4e14d1920d0f6d941eacd6b/contracts/test,3,3,6,93
./DAppSCAN-main/DAppSCAN-source/contracts/Iosiro-Dala Crowdsale Smart Contract Audit/dala-smart-contracts-175138b3d9ca0d61d341a2db26333519a9c13ad0/contracts,18,54,107,1850
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts,1,2,13,134
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/mocks,1,2,13,134
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/mocks/tokens,1,1,1,24
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/NFTBoosters,2,3,63,681
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/SIGHContracts,4,8,151,1951
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol,8,26,100,1969
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/flashLoan/base,1,1,3,43
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/flashLoan/interfaces,1,0,1,14
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/libraries/configuration,2,0,29,341
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/libraries/types,1,0,0,48
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/libraries/logic,3,0,26,849
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/libraries/math,5,2,68,694
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/libraries/helpers,2,0,2,101
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/tokenization,6,6,91,1293
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/lendingProtocol/tokenization/base,1,2,18,171
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/BoostersDependencies,3,2,28,428
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/upgradability,9,28,39,534
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/token/ERC20,9,13,57,857
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/token/ERC777,4,11,43,759
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/token/ERC721,8,12,52,755
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/token/ERC1155,8,6,35,700
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/access,3,12,37,564
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/GSN,6,14,63,825
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/cryptography,2,0,4,111
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/payment,2,6,10,203
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/payment/escrow,3,7,13,182
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/utils,10,23,80,1266
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/introspection,6,23,21,351
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/math,3,0,20,282
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/dependencies/openzeppelin/presets,3,9,13,293
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/contracts/GlobalAddressesProvider,2,4,45,503
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/interfaces,2,0,12,46
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/interfaces/NFTBoosters,2,0,46,141
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/interfaces/SIGHContracts,2,2,53,120
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/interfaces/lendingProtocol,16,3,123,992
./DAppSCAN-main/DAppSCAN-source/contracts/ImmuneBytes-SIGH Finance-Audit Report/SIGH-Finance-Contracts-9feee84e18cabb4015ca60dc016340f2c94af27a/SIGHFinanceContracts/interfaces/GlobalAddressesProvider,1,0,38,103
./DAppSCAN-main/DAppSCAN-source/contracts/HAECHI_AUDIT-Badger/badger-system-537ef9c44196893cb9760beca2dcc501952e9a4a,1,2,19,193
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts,4,10,37,733
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/mocks,2,2,6,65
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/interfaces,1,0,5,13
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts/token/ERC20,2,2,26,384
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts/access,1,5,3,68
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts/GSN,1,2,2,24
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts/utils,2,7,17,203
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts/math,1,0,12,159
./DAppSCAN-main/DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/@openzeppelin/contracts-ethereum-package/contracts/math,1,0,12,150
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract,12,56,283,3958
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/token,13,13,62,752
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/aliana,11,37,67,797
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/lifecycle,1,4,4,46
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/utils,1,0,2,29
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/math,1,0,4,80
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/ownership,4,8,9,193
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/utils,3,4,4,86
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/math,1,1,5,101
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/ownership,1,5,1,54
./DAppSCAN-main/DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens,7,12,72,894
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/contracts,1,1,17,377
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/@openzeppelin/contracts/token/ERC20,2,2,26,438
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/@openzeppelin/contracts/token/ERC20/extensions,1,0,3,28
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/@openzeppelin/contracts/access,1,6,5,76
./DAppSCAN-main/DAppSCAN-source/contracts/Hacken-Travelcare/TravelCare0x826e5Ec70DbC5607fF9218011FBb97F9a8D97953/@openzeppelin/contracts/utils,1,2,2,24
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts,2,5,16,511
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/test,3,3,41,409
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/test/callbacks,5,5,7,128
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/test/libraries,7,7,60,571
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/test/engine,1,1,4,58
./DAppSCAN-main/DAppSCAN-source/contracts/Chainsecurity-Primitive Finance  Core engine smart contracts/rmm-core-c44f8ca1ee43772ec4ba56e031bdb6fb8aac0ca3/contracts/test/factory,2,2,4,75
